Ranking por autor by Ranking geral ,,Video Start,,Videos Completos,,Taxa de videos completos
1.,qcji1ffyt7fw band entretenimento,87497,,40387,,46.2%
,1.,15488762 ntegra capitulo 69  28/05/2015,8452,9.7%,3062,7.6%,36.2%
,2.,15487606 beth beltrao faz o biscoito de polvilho mais famoso de mg,4781,5.5%,1582,3.9%,33.1%
,3.,15489702 veja a abertura da nova temporada de masterchef brasil,3803,4.3%,2879,7.1%,75.7%
,4.,15487504 ntegra capitulo 68  27/05/2015,1992,2.3%,866,2.1%,43.5%
,5.,15486188 1  audicoes,1917,2.2%,709,1.8%,37.0%
,6.,15486209 3  prova,1810,2.1%,899,2.2%,49.7%
,7.,15486222 4  avaliacoes,1619,1.9%,871,2.2%,53.8%
,8.,15486200 2  audicoes,1533,1.8%,686,1.7%,44.7%
,9.,15488835 pao de mel,1289,1.5%,258,0.6%,20.0%
,10.,15465392 video resume gestacao humana em quatro minutos,1104,1.3%,260,0.6%,23.6%
,11.,15488139 onur flerta com sherazade durante reuniao,1058,1.2%,926,2.3%,87.5%
,12.,15486228 jacquin diz que prato de candidato lhe lembrou um dentista,1039,1.2%,749,1.9%,72.1%
,13.,15486691 onur e sherazade tem noite romantica no apartamento do empresario,932,1.1%,791,2.0%,84.9%
,14.,14622369 parte 6   mariana se assusta em gravacao de kid bengala,815,0.9%,91,0.2%,11.2%
,15.,15486332 ntegra capitulo 67  26/05/2015,759,0.9%,270,0.7%,35.6%
,16.,15483883 agnaldos descobrem se e menino ou menina,755,0.9%,348,0.9%,46.1%
,17.,15215676 cadelinha leva bronca e chora,726,0.8%,446,1.1%,61.4%
,18.,15483879 aline beija fiel e brinca na banheira do poderoso,723,0.8%,378,0.9%,52.3%
,19.,15487609 merluza espanhola,723,0.8%,285,0.7%,39.4%
,20.,15485011 top five silvio santos faz pergunta indiscreta para travesti,718,0.8%,244,0.6%,34.0%
,21.,15483843 mendigo e mendigata procuram gostosas no rio de janeiro,710,0.8%,309,0.8%,43.5%
,22.,15488858 cuscuz a paulista,653,0.7%,280,0.7%,42.9%
,23.,14408055 daniel bork ensina a preparar biscoito de polvilho,650,0.7%,214,0.5%,32.9%
,24.,15486230 candidata pede para apertar bochecha de jacquin,623,0.7%,534,1.3%,85.7%
,25.,15483890 carol dias faz coreografia vendada no panicats show,601,0.7%,184,0.5%,30.6%
,26.,15488850 bolo de fuba cremoso,585,0.7%,141,0.3%,24.1%
,27.,15486215 candidato impressiona paola e vai direto a proxima fase,568,0.6%,334,0.8%,58.8%
,28.,15486224 jacquin avalia os quatro ultimos participantes,564,0.6%,258,0.6%,45.7%
,29.,15243500 biscoito de polvilho azedo,521,0.6%,123,0.3%,23.6%
,30.,15483895 carol dias vence o panicats show,509,0.6%,176,0.4%,34.6%
,31.,15403897 francine grava porno com kid bengala,481,0.5%,76,0.2%,15.8%
,32.,15486149 hamilton apresenta steak poivre e consegue elogios de jacquin,477,0.5%,229,0.6%,48.0%
,33.,15485045 ntegra capitulo 66  25/05/2015,466,0.5%,171,0.4%,36.7%
,34.,15483865 masterjegue tiririca faz carneiro ensopado,448,0.5%,180,0.4%,40.2%
,35.,15486211 cassia nao segura a emocao apos ouvir sua avaliacao,430,0.5%,329,0.8%,76.5%
,36.,15486164 candidata recebe nao e tenta convencer jurados a mudarem voto,430,0.5%,256,0.6%,59.5%
,37.,15488141 cem interrompe pedido de casamento de kerem,416,0.5%,326,0.8%,78.4%
,38.,15486147 chinesa jiang contraria a familia para participar do masterchef,406,0.5%,239,0.6%,58.9%
,39.,15483881 patrick maia mostra como o whatsapp pode ser deselegante,403,0.5%,313,0.8%,77.7%
,40.,15483834 panico cola no aniversario ostentacao de mc gui,397,0.5%,226,0.6%,56.9%
,41.,15489168 fusun beija o professor de sua filha,384,0.4%,300,0.7%,78.1%
,42.,15489185 sherazade pede desculpas a burhan,382,0.4%,330,0.8%,86.4%
,43.,15483891 panicats show aline mineiro aposta no samba,381,0.4%,79,0.2%,20.7%
,44.,15488180 cem e bennu se beijam,368,0.4%,249,0.6%,67.7%
,45.,15483886 christian pior e aline causam na festa de i love paraisopolis,358,0.4%,192,0.5%,53.6%
,46.,15483887 eduardo vence o eletrocutados,351,0.4%,199,0.5%,56.7%
,47.,15484209 kifes,343,0.4%,122,0.3%,35.6%
,48.,"15480588 confira, na integra, o show especial da cantora lais",326,0.4%,41,0.1%,12.6%
,49.,15488157 sherazade cobra burhan por demolicao de casas em terreno,320,0.4%,273,0.7%,85.3%
,50.,"15486160 paola aprova prato, mas postura desleixada de candidato incomoda",318,0.4%,143,0.4%,45.0%
,51.,15482580 ntegra capitulo 65   23/05/2015,302,0.3%,97,0.2%,32.1%
,52.,15483839 amandinha e aline acompanham a marcha da maconha,295,0.3%,176,0.4%,59.7%
,53.,15488200 fusun faz visita ao professor de burcu,291,0.3%,230,0.6%,79.0%
,54.,15489180 sherazade da bronca pesada em gani,282,0.3%,239,0.6%,84.8%
,55.,15486212 falhas diversas diminuem o numero de competidores,274,0.3%,200,0.5%,73.0%
,56.,15481574 conheca o rocambole mais famoso de mg,274,0.3%,92,0.2%,33.6%
,57.,15488192 burhan fica desolado depois de bronca de sherazade,272,0.3%,222,0.5%,81.6%
,58.,15346967 video mostra que e possivel levar quatro pessoas em uma moto,272,0.3%,173,0.4%,63.6%
,59.,15489204 burak e melek sofrem acidente de carro,271,0.3%,235,0.6%,86.7%
,60.,15486110 candidato corre para conseguir avental do masterchef,258,0.3%,161,0.4%,62.4%
,61.,15436872 fofura caes e gatos caem no sono,257,0.3%,90,0.2%,35.0%
,62.,15486205 mistura de sabores tira candidata do masterchef,255,0.3%,148,0.4%,58.0%
,63.,15478814 candidatos enfrentam criticas severas dos jurados,253,0.3%,106,0.3%,41.9%
,64.,15402717 ntegra capitulo 2   10/03/2015,246,0.3%,65,0.2%,26.4%
,65.,13128507 descubra como e fabricado o biscoito de polvilho,229,0.3%,111,0.3%,48.5%
,66.,15486213 joao felippe nao consegue agradar paladar de fogaca,221,0.3%,177,0.4%,80.1%
,67.,15482576 ntegra capitulo 64   22/05/2015,217,0.2%,75,0.2%,34.6%
,68.,15420183 biscoito cinco pratos,214,0.2%,38,0.1%,17.8%
,69.,15489186 cem pede a bennu que nao volte para casa,212,0.2%,180,0.4%,84.9%
,70.,15487388 jurados ameacam deixar estudio apos candidato bajular fogaca,205,0.2%,180,0.4%,87.8%
,71.,15487601 frango empanado com parmesao,205,0.2%,62,0.2%,30.2%
,72.,"15487250 paola aprova prato, mas postura desleixada de candidato incomoda",198,0.2%,114,0.3%,57.6%
,73.,15409464 ntegra capitulo 7   16/03/2015,198,0.2%,76,0.2%,38.4%
,74.,"14403368 em seu primeiro dia, seu merda leva bronca de juliana",194,0.2%,84,0.2%,43.3%
,75.,15477709 ntegra capitulo 61   19/05/2015,193,0.2%,60,0.1%,31.1%
,76.,15406474 ntegra capitulo 5   13/03/2015,193,0.2%,50,0.1%,25.9%
,77.,15401517 ntegra capitulo 1   09/03/2015,190,0.2%,59,0.1%,31.1%
,78.,15481233 ntegra capitulo 63   21/05/2015,189,0.2%,63,0.2%,33.3%
,79.,15489192 ali kemal leva buket para aula de pintura,187,0.2%,167,0.4%,89.3%
,80.,15412776 ntegra capitulo 10   19/03/2015,187,0.2%,70,0.2%,37.4%
