Ranking por autor by Ranking geral ,,Video Start,,Videos Completos,,Taxa de videos completos
1.,qcji1ffyt7fw band entretenimento,56129,,24392,,43.5%
,1.,15490063 ntegra capitulo 71  30/05/2015,7930,14.1%,3468,14.2%,43.7%
,2.,15490056 ntegra capitulo 70  29/05/2015,2581,4.6%,993,4.1%,38.5%
,3.,15489702 veja a abertura da nova temporada de masterchef brasil,1082,1.9%,761,3.1%,70.3%
,4.,15488762 ntegra capitulo 69  28/05/2015,1054,1.9%,331,1.4%,31.4%
,5.,15486209 3  prova,900,1.6%,478,2.0%,53.1%
,6.,15486188 1  audicoes,861,1.5%,356,1.5%,41.3%
,7.,14622369 parte 6   mariana se assusta em gravacao de kid bengala,817,1.5%,89,0.4%,10.9%
,8.,15488835 pao de mel,800,1.4%,164,0.7%,20.5%
,9.,15486200 2  audicoes,760,1.4%,347,1.4%,45.7%
,10.,15486222 4  avaliacoes,752,1.3%,444,1.8%,59.0%
,11.,15480685 assista ao clipe especial da musica eu so queria te amar,736,1.3%,404,1.7%,54.9%
,12.,15465392 video resume gestacao humana em quatro minutos,716,1.3%,173,0.7%,24.2%
,13.,15487504 ntegra capitulo 68  27/05/2015,567,1.0%,248,1.0%,43.7%
,14.,15483890 carol dias faz coreografia vendada no panicats show,496,0.9%,134,0.5%,27.0%
,15.,15483879 aline beija fiel e brinca na banheira do poderoso,493,0.9%,199,0.8%,40.4%
,16.,15486228 jacquin diz que prato de candidato lhe lembrou um dentista,474,0.8%,346,1.4%,73.0%
,17.,15403897 francine grava porno com kid bengala,465,0.8%,85,0.3%,18.3%
,18.,15483895 carol dias vence o panicats show,453,0.8%,138,0.6%,30.5%
,19.,15486332 ntegra capitulo 67  26/05/2015,411,0.7%,142,0.6%,34.5%
,20.,15483843 mendigo e mendigata procuram gostosas no rio de janeiro,388,0.7%,155,0.6%,39.9%
,21.,15489618 nadide chora apos kaan chamar onur de pai,387,0.7%,278,1.1%,71.8%
,22.,15489774 kerem pede para bennu dizer que nao o ama,334,0.6%,295,1.2%,88.3%
,23.,15483883 agnaldos descobrem se e menino ou menina,298,0.5%,135,0.6%,45.3%
,24.,15483891 panicats show aline mineiro aposta no samba,294,0.5%,71,0.3%,24.1%
,25.,15485045 ntegra capitulo 66  25/05/2015,278,0.5%,115,0.5%,41.4%
,26.,15483881 patrick maia mostra como o whatsapp pode ser deselegante,274,0.5%,209,0.9%,76.3%
,27.,15477709 ntegra capitulo 61   19/05/2015,259,0.5%,62,0.3%,23.9%
,28.,15409464 ntegra capitulo 7   16/03/2015,258,0.5%,101,0.4%,39.1%
,29.,15485011 top five silvio santos faz pergunta indiscreta para travesti,251,0.4%,71,0.3%,28.3%
,30.,15487606 beth beltrao faz o biscoito de polvilho mais famoso de mg,247,0.4%,95,0.4%,38.5%
,31.,15402717 ntegra capitulo 2   10/03/2015,247,0.4%,61,0.3%,24.7%
,32.,15482580 ntegra capitulo 65   23/05/2015,236,0.4%,71,0.3%,30.1%
,33.,15268759 mendigata tenta cantar wiggle no the vodka brasil,222,0.4%,34,0.1%,15.3%
,34.,15482576 ntegra capitulo 64   22/05/2015,216,0.4%,73,0.3%,33.8%
,35.,15489564 cem e kerem brigam por causa de bennu,210,0.4%,98,0.4%,46.7%
,36.,15401517 ntegra capitulo 1   09/03/2015,208,0.4%,70,0.3%,33.7%
,37.,15483887 eduardo vence o eletrocutados,201,0.4%,110,0.5%,54.7%
,38.,15410758 ntegra capitulo 8   17/03/2015,200,0.4%,60,0.2%,30.0%
,39.,15412776 ntegra capitulo 10   19/03/2015,191,0.3%,88,0.4%,46.1%
,40.,15414785 ntegra capitulo 12   21/03/2015,191,0.3%,62,0.3%,32.5%
,41.,15483834 panico cola no aniversario ostentacao de mc gui,190,0.3%,118,0.5%,62.1%
,42.,15406483 ntegra capitulo 6   14/03/2015,182,0.3%,58,0.2%,31.9%
,43.,15483886 christian pior e aline causam na festa de i love paraisopolis,181,0.3%,110,0.5%,60.8%
,44.,15405552 ntegra capitulo 4   12/03/2015,180,0.3%,68,0.3%,37.8%
,45.,14272008 aprenda a preparar o bolo bombom da chef ana costa,178,0.3%,39,0.2%,21.9%
,46.,15406474 ntegra capitulo 5   13/03/2015,173,0.3%,68,0.3%,39.3%
,47.,15481233 ntegra capitulo 63   21/05/2015,167,0.3%,62,0.3%,37.1%
,48.,15422238 ntegra capitulo 17   27/03/2015,167,0.3%,50,0.2%,29.9%
,49.,15486224 jacquin avalia os quatro ultimos participantes,165,0.3%,70,0.3%,42.4%
,50.,"15480588 confira, na integra, o show especial da cantora lais",162,0.3%,22,0.1%,13.6%
,51.,15489583 bennu diz que sherazade a magoou,161,0.3%,107,0.4%,66.5%
,52.,15489168 fusun beija o professor de sua filha,156,0.3%,114,0.5%,73.1%
,53.,15417273 ntegra capitulo 13   23/03/2015,156,0.3%,59,0.2%,37.8%
,54.,15486215 candidato impressiona paola e vai direto a proxima fase,153,0.3%,106,0.4%,69.3%
,55.,15483865 masterjegue tiririca faz carneiro ensopado,149,0.3%,69,0.3%,46.3%
,56.,15418498 ntegra capitulo 14   24/03/2015,148,0.3%,54,0.2%,36.5%
,57.,15411578 ntegra capitulo 9   18/03/2015,147,0.3%,61,0.3%,41.5%
,58.,15484209 kifes,144,0.3%,53,0.2%,36.8%
,59.,15403457 ntegra capitulo 3   11/03/2015,143,0.3%,65,0.3%,45.5%
,60.,15489948 2  brisbane,139,0.2%,98,0.4%,70.5%
,61.,15428777 ntegra capitulo 23   04/04/2015,138,0.2%,52,0.2%,37.7%
,62.,15480115 ntegra capitulo 62   20/05/2015,134,0.2%,55,0.2%,41.0%
,63.,15489945 1  brisbane,132,0.2%,82,0.3%,62.1%
,64.,15483839 amandinha e aline acompanham a marcha da maconha,131,0.2%,89,0.4%,67.9%
,65.,15489988 joao doria jr entrevista  amos genish  parte1,129,0.2%,41,0.2%,31.8%
,66.,15491655 mendigo e mendigata analisam as gostosas no pego ou nao pego,128,0.2%,44,0.2%,34.4%
,67.,15488850 bolo de fuba cremoso,128,0.2%,31,0.1%,24.2%
,68.,15486691 onur e sherazade tem noite romantica no apartamento do empresario,127,0.2%,99,0.4%,78.0%
,69.,"15487478 denise fraga vivemos um momento de coisas esquisitas, de intolerancia",126,0.2%,64,0.3%,50.8%
,70.,15346967 video mostra que e possivel levar quatro pessoas em uma moto,126,0.2%,57,0.2%,45.2%
,71.,(Low Traffic),125,0.2%,9,0.0%,7.2%
,72.,15489204 burak e melek sofrem acidente de carro,123,0.2%,94,0.4%,76.4%
,73.,15428744 ntegra capitulo 22   03/04/2015,123,0.2%,50,0.2%,40.7%
,74.,15478814 candidatos enfrentam criticas severas dos jurados,122,0.2%,47,0.2%,38.5%
,75.,15489588 erdal da falta de contrato de sua empresa,121,0.2%,95,0.4%,78.5%
,76.,15426208 ntegra capitulo 19   31/03/2015,121,0.2%,37,0.2%,30.6%
,77.,15488858 cuscuz a paulista,120,0.2%,52,0.2%,43.3%
,78.,15448570 ntegra capitulo 37   21/04/2015,117,0.2%,43,0.2%,36.8%
,79.,14669316 bolo cremoso de milho coberto com creme de canela,115,0.2%,29,0.1%,25.2%
,80.,15486147 chinesa jiang contraria a familia para participar do masterchef,112,0.2%,70,0.3%,62.5%
,81.,15486164 candidata recebe nao e tenta convencer jurados a mudarem voto,111,0.2%,77,0.3%,69.4%
,82.,15414682 ntegra capitulo 11   20/03/2015,111,0.2%,30,0.1%,27.0%
,83.,15421212 ntegra capitulo 16   26/03/2015,111,0.2%,28,0.1%,25.2%
,84.,15489991 joao doria jr entrevista  amos genish  parte 2,110,0.2%,32,0.1%,29.1%
,85.,15486230 candidata pede para apertar bochecha de jacquin,107,0.2%,89,0.4%,83.2%
,86.,15477701 ntegra capitulo 60   18/05/2015,107,0.2%,30,0.1%,28.0%
,87.,15427527 ntegra capitulo 20   01/04/2015,105,0.2%,49,0.2%,46.7%
,88.,15489949 3  brisbane,104,0.2%,64,0.3%,61.5%
,89.,15484981 jurados do masterchef sao testados na bancada do cqc,104,0.2%,51,0.2%,49.0%
,90.,15318600 panicats dancam o funk parara tim bum,104,0.2%,24,0.1%,23.1%
,91.,15489951 4  brisbane,103,0.2%,84,0.3%,81.6%
,92.,15424855 ntegra capitulo 18   30/03/2015,103,0.2%,41,0.2%,39.8%
,93.,15434963 ntegra capitulo 26   08/04/2015,102,0.2%,47,0.2%,46.1%
,94.,15445256 ntegra capitulo 35   18/04/2015,102,0.2%,29,0.1%,28.4%
,95.,15489952 5  brisbane,99,0.2%,80,0.3%,80.8%
,96.,15428111 ntegra capitulo 21   02/04/2015,99,0.2%,45,0.2%,45.5%
,97.,15433723 ntegra capitulo 25   07/04/2015,98,0.2%,44,0.2%,44.9%
,98.,15489958 7  brisbane,97,0.2%,80,0.3%,82.5%
,99.,15489185 sherazade pede desculpas a burhan,97,0.2%,78,0.3%,80.4%
,100.,15432537 ntegra capitulo 24   06/04/2015,97,0.2%,37,0.2%,38.1%
,101.,15490088 1  audicoes,97,0.2%,31,0.1%,32.0%
,102.,14375643 panicats dancam funk ao vivo no panico,95,0.2%,24,0.1%,25.3%
,103.,15489789 erdal descobre que mustafa mantem contato frequente com onur e kerem,94,0.2%,76,0.3%,80.9%
,104.,15462448 ntegra capitulo 48   04/05/2015,94,0.2%,27,0.1%,28.7%
,105.,15486211 cassia nao segura a emocao apos ouvir sua avaliacao,93,0.2%,67,0.3%,72.0%
,106.,15476404 mendigo e mendigata visitam as praias do rj no pego ou nao pego,93,0.2%,22,0.1%,23.7%
,107.,15419833 ntegra capitulo 15   25/03/2015,91,0.2%,48,0.2%,52.7%
,108.,15437432 ntegra capitulo 29   11/04/2015,90,0.2%,28,0.1%,31.1%
,109.,15440162 ntegra capitulo 30   13/04/2015,89,0.2%,46,0.2%,51.7%
,110.,15458630 ntegra capitulo 47   02/05/2015,89,0.2%,25,0.1%,28.1%
,111.,"15277863 poderoso castiga leva babi, mendigata e pedrinho a praia de nudismo",89,0.2%,11,0.0%,12.4%
,112.,15489180 sherazade da bronca pesada em gani,88,0.2%,64,0.3%,72.7%
,113.,15437425 ntegra capitulo 28   10/04/2015,88,0.2%,31,0.1%,35.2%
,114.,15476443 poderoso castiga ajuda seus fieis e recebe varios convidados,88,0.2%,28,0.1%,31.8%
,115.,14327647 conheca a receita de um bolo pamonha,88,0.2%,23,0.1%,26.1%
,116.,15475048 ntegra capitulo 59    16/05/2015,87,0.2%,28,0.1%,32.2%
,117.,15423600 poderoso ensina fieis a se prepararem para o demonio silvio santos,86,0.2%,17,0.1%,19.8%
,118.,15402298 onur e sherazade passam a noite juntos,84,0.1%,60,0.2%,71.4%
,119.,15481574 conheca o rocambole mais famoso de mg,84,0.1%,34,0.1%,40.5%
,120.,15489957 6  brisbane,82,0.1%,64,0.3%,78.0%
,121.,15483861 vesgo e alfinete levam drone para casamento de pedro bial,81,0.1%,43,0.2%,53.1%
,122.,15467263 ntegra capitulo 52   08/05/2015,81,0.1%,34,0.1%,42.0%
,123.,15486212 falhas diversas diminuem o numero de competidores,80,0.1%,52,0.2%,65.0%
,124.,15486205 mistura de sabores tira candidata do masterchef,79,0.1%,53,0.2%,67.1%
,125.,15456104 ntegra capitulo 43   28/04/2015,79,0.1%,28,0.1%,35.4%
,126.,15466075 ntegra capitulo 51   07/05/2015,78,0.1%,34,0.1%,43.6%
,127.,15490092 2  audicoes,78,0.1%,30,0.1%,38.5%
,128.,15436315 ntegra capitulo 27   09/04/2015,77,0.1%,39,0.2%,50.6%
,129.,15473954 ntegra capitulo 58   15/05/2015,77,0.1%,31,0.1%,40.3%
,130.,15489998 joao doria jr entrevista  amos genish  parte 3,77,0.1%,17,0.1%,22.1%
,131.,15489186 cem pede a bennu que nao volte para casa,76,0.1%,62,0.3%,81.6%
,132.,14946177 como usar um cachorro como despertador,76,0.1%,57,0.2%,75.0%
,133.,15445262 ntegra capitulo 36   20/04/2015,76,0.1%,37,0.2%,48.7%
,134.,15464854 ntegra capitulo 50   06/05/2015,76,0.1%,33,0.1%,43.4%
,135.,15443199 ntegra capitulo 33   16/04/2015,75,0.1%,37,0.2%,49.3%
,136.,15491671 eletrocutados humoristas improvisam no canto para nao tomarem choques,75,0.1%,35,0.1%,46.7%
,137.,"15150692 top 20 estreia neste domingo, trazendo os videos mais engracados do mundo",74,0.1%,43,0.2%,58.1%
,138.,15452147 ntegra capitulo 40   24/04/2015,74,0.1%,25,0.1%,33.8%
,139.,15457952 ntegra capitulo 46   01/05/2015,74,0.1%,22,0.1%,29.7%
,140.,15467278 ntegra capitulo 53   09/05/2015,74,0.1%,19,0.1%,25.7%
,141.,15488139 onur flerta com sherazade durante reuniao,73,0.1%,63,0.3%,86.3%
,142.,15449615 ntegra capitulo 38   22/04/2015,71,0.1%,41,0.2%,57.7%
,143.,15463651 ntegra capitulo 49   05/05/2015,71,0.1%,32,0.1%,45.1%
,144.,15490080 3  audicoes,71,0.1%,29,0.1%,40.8%
,145.,15472688 ntegra capitulo 57   14/05/2015,71,0.1%,29,0.1%,40.8%
,146.,15442415 ntegra capitulo 32   15/04/2015,70,0.1%,42,0.2%,60.0%
,147.,15443785 ntegra capitulo 34   17/04/2015,70,0.1%,38,0.2%,54.3%
,148.,15442080 ntegra capitulo 31   14/04/2015,70,0.1%,34,0.1%,48.6%
,149.,15087757 emilio revela imagens exclusivas de carol dias no panico na ilha,68,0.1%,38,0.2%,55.9%
,150.,15454905 ntegra capitulo 42   27/04/2015,68,0.1%,29,0.1%,42.6%
,151.,15483842 panico descobre mafia que atua na proliferacao da dengue,68,0.1%,25,0.1%,36.8%
,152.,15478830 aritana maroni passa na audicao do masterchef 2015,66,0.1%,38,0.2%,57.6%
,153.,15450985 ntegra capitulo 39   23/04/2015,65,0.1%,24,0.1%,36.9%
,154.,15489993 joao doria jr entrevista  amos genish  parte 4,65,0.1%,19,0.1%,29.2%
,155.,15483855 lucas selfie bate diego becker no game of compras,64,0.1%,46,0.2%,71.9%
,156.,15457306 ntegra capitulo 45   30/04/2015,64,0.1%,29,0.1%,45.3%
,157.,14592731 panico trolla entregadores de pizza,63,0.1%,2,0.0%,3.2%
,158.,15487388 jurados ameacam deixar estudio apos candidato bajular fogaca,62,0.1%,58,0.2%,93.5%
,159.,15489192 ali kemal leva buket para aula de pintura,62,0.1%,56,0.2%,90.3%
,160.,15463627 5  mariana weickert ajuda a abastecer navio da marinha,62,0.1%,25,0.1%,40.3%
,161.,15470130 ntegra capitulo 54   11/05/2015,62,0.1%,21,0.1%,33.9%
,162.,15489999 joao doria jr entrevista  amos genish  parte 5,61,0.1%,24,0.1%,39.3%
,163.,15476469 dani bolina encarna gwen stefani no panicat`s show,61,0.1%,15,0.1%,24.6%
,164.,15478754 hamburguer mineiro com pure de banana surpreende jurados,60,0.1%,38,0.2%,63.3%
,165.,15486149 hamilton apresenta steak poivre e consegue elogios de jacquin,60,0.1%,33,0.1%,55.0%
,166.,15477204 onur e sherazade se beijam e fazem as pazes,59,0.1%,52,0.2%,88.1%
,167.,15486110 candidato corre para conseguir avental do masterchef,59,0.1%,36,0.1%,61.0%
,168.,15488210 indianos mergulham em rio toxico na busca por tesouros,59,0.1%,32,0.1%,54.2%
,169.,15491669 apagao gui santana volta ao quadro para mostrar sua falta de coragem,59,0.1%,16,0.1%,27.1%
,170.,15491697 bolinha forja propria morte ao lado de bola e trolla as panicats,59,0.1%,8,0.0%,13.6%
,171.,15460915 panico faz garotas mostrarem os peitos no tomorrowland 2015,58,0.1%,16,0.1%,27.6%
,172.,15471451 ntegra capitulo 56   13/05/2015,57,0.1%,30,0.1%,52.6%
,173.,15486436 festival de massa,57,0.1%,19,0.1%,33.3%
,174.,15403890 francine cobre os bastidores de um filme porno,56,0.1%,23,0.1%,41.1%
,175.,15485851 proteste ja mostra descaso com escolas em pernambuco,56,0.1%,16,0.1%,28.6%
